id_interaccion,id_origen,tipo_origen,id_destino,tipo_destino,tipo_interaccion,valor_interaccion,interaccion_precedente,id_curso,fecha,plataforma
1569,174,alumno,362,alumno,mensaje,Molestiae laborum tempora repellendus cumque sint minus est sit dolorem unde amet quia itaque qui tempora nisi.,1516,6,2016-02-27 23:58:24.624,crea
1570,170,alumno,1,docente,comentario,Qui sint est a modi officia nam pariatur inventore dolorum nobis ipsa doloribus.,1567,6,2016-01-19 19:34:52.895,crea
1571,524,alumno,-1,null,publicacion,Praesentium consectetur doloremque sunt omnis nulla explicabo voluptatem maxime aut id quia esse distinctio officia ratione omnis eos voluptatem.,-1,6,2016-02-20 19:17:28.11,facebook
1572,88,alumno,1,docente,comentario,Ducimus assumenda in nihil id perspiciatis qui enim placeat eos quos.,1540,6,2016-03-29 07:44:34.246,crea
1573,1,docente,174,alumno,mensaje,Magni et fugit et voluptas et sunt minima beatae nihil nam quis eum nihil et dolorum ipsa quo.,-1,6,2016-04-07 05:37:09.553,crea
1574,189,alumno,524,alumno,mencion,@consequuntur,1559,6,2016-04-28 17:56:04.778,facebook
1575,600,alumno,524,alumno,comentario,Eius dicta architecto vel quibusdam sunt atque aut et sed est esse voluptatum sit officia.,1571,6,2016-04-18 23:14:39.776,facebook
1576,174,alumno,524,alumno,reaccion,me_divierte,1536,6,2016-02-26 18:08:03.782,facebook
1577,170,alumno,1,docente,mensaje,Aperiam nisi blanditiis libero voluptatem necessitatibus ex consequatur vitae nisi architecto deserunt quo quidem ad.,-1,6,2016-04-14 19:32:45.746,crea
1578,340,alumno,182,material,consulta,null,-1,6,2016-04-06 19:29:00.756,crea
1579,102,alumno,175,material,consulta,null,-1,6,2016-04-04 01:52:24.382,facebook
1580,524,alumno,-1,null,publicacion,Quisquam placeat ab saepe natus nam labore voluptatum architecto expedita sapiente ratione quod nihil eius deserunt est nihil.,-1,6,2016-03-13 22:20:58.125,crea
1581,453,alumno,148,alumno,mensaje,Qui et occaecati harum quas asperiores dolorem qui sed voluptatem qui harum explicabo non odit.,-1,6,2016-03-03 19:16:50.945,crea
1582,600,alumno,-1,null,publicacion,Vel similique labore enim error fugiat et odio facilis ea blanditiis molestiae id incidunt cumque ut repellat mollitia tenetur.,-1,6,2016-04-14 21:17:29.433,crea
1583,510,alumno,566,alumno,mensaje,At error quia veniam harum modi voluptas nisi commodi ut et distinctio vel saepe dolores pariatur perspiciatis velit iusto repellat.,-1,6,2016-02-20 09:56:22.12,crea
1584,88,alumno,157,alumno,mencion,@deserunt,1513,6,2016-03-24 21:06:35.08,facebook
1585,56,alumno,1,docente,mencion,@nobis,1539,6,2016-04-08 10:27:23.877,facebook
1586,414,alumno,-1,null,publicacion,Debitis dolor magni sint maiores consectetur quae numquam qui nisi iusto eius qui rerum natus nam at molestiae.,-1,6,2016-04-13 00:30:55.815,crea
1587,524,alumno,148,alumno,mensaje,Est velit et eos veritatis et architecto odit at est dolor voluptas cupiditate facilis quae velit voluptate sed molestias porro rem.,1573,6,2016-02-21 09:22:49.261,crea
1588,362,alumno,88,alumno,comentario,Enim distinctio odio ea inventore est exercitationem velit quia corrupti eos eius.,1537,6,2016-04-15 04:14:10.015,crea
1589,174,alumno,566,alumno,reaccion,me_asombra,1563,6,2016-02-02 06:46:40.864,facebook
1590,362,alumno,524,alumno,mencion,@voluptas,1552,6,2016-01-21 01:51:36.42,facebook
1591,1,docente,157,alumno,reaccion,me_encanta,1513,6,2016-02-05 09:01:23.02,facebook
1592,362,alumno,171,material,consulta,null,-1,6,2016-04-17 10:44:11.883,facebook
1593,85,alumno,157,alumno,mencion,@odit,1513,6,2016-05-01 01:52:52.91,facebook
1594,285,alumno,1,docente,comentario,Libero perspiciatis reiciendis nesciunt corporis eos consequatur molestiae non est vero.,1540,6,2016-04-01 11:03:35.102,facebook
1595,88,alumno,1,docente,reaccion,me_asombra,1514,6,2016-02-05 23:10:49.366,facebook
1596,285,alumno,-1,null,publicacion,Possimus molestiae asperiores consequatur dolores blanditiis molestias est est assumenda cum maxime quibusdam id dolores nemo.,-1,6,2016-01-29 00:40:39.508,crea
1597,102,alumno,340,alumno,reaccion,me_asombra,1549,6,2016-01-18 19:34:22.697,facebook
1598,567,alumno,148,alumno,mencion,@numquam,1512,6,2016-04-30 07:36:07.772,facebook
1599,189,alumno,600,alumno,mencion,@error,1582,6,2016-02-03 07:05:54.962,facebook
1600,340,alumno,-1,null,publicacion,Possimus voluptatibus deleniti eos iusto architecto aut iste ut molestiae itaque dolores aut delectus laudantium vero ut voluptas maxime ut blanditiis.,-1,6,2016-05-14 20:22:54.398,crea
1601,340,alumno,1,docente,mensaje,Fugiat id non quisquam quasi placeat rerum minus temporibus sit et animi saepe culpa laboriosam tenetur.,-1,6,2016-02-28 15:20:43.64,crea
1602,418,alumno,85,alumno,mensaje,Ducimus excepturi accusamus quo omnis asperiores adipisci quo a quae earum ut recusandae quasi laboriosam consequatur quis earum.,-1,6,2016-01-18 15:57:43.419,crea
1603,174,alumno,157,alumno,mensaje,Illo quis non eligendi quasi qui nostrum quos suscipit tempore eaque a nobis saepe blanditiis in eligendi officiis.,1602,6,2016-05-26 06:39:46.295,crea
1604,1,docente,1,docente,mencion,@ipsam,1567,6,2016-05-07 18:05:27.471,facebook
1605,600,alumno,189,alumno,mencion,@et,1599,6,2016-04-10 06:40:36.134,facebook
1606,524,alumno,-1,null,publicacion,Eveniet eius et laborum in vel deleniti quae in quam consequuntur sed ad adipisci voluptatem enim ea tempore at impedit.,-1,6,2016-02-10 07:22:36.911,crea
1607,285,alumno,169,material,consulta,null,-1,6,2016-02-26 11:49:57.483,crea
1608,85,alumno,189,alumno,mensaje,Ut sequi aliquid explicabo et aut non et adipisci nam maxime velit beatae et sit consequatur blanditiis et totam in inventore.,1545,6,2016-03-04 17:47:12.194,crea
1609,406,alumno,88,alumno,mencion,@rerum,1524,6,2016-01-27 03:27:24.271,facebook
1610,174,alumno,190,material,consulta,null,-1,6,2016-04-14 16:27:28.541,facebook
1611,1,docente,-1,null,publicacion,Natus porro architecto odit aut quidem officiis nobis quod qui molestiae et quaerat quo quae.,-1,6,2016-05-28 06:31:40.264,facebook
1612,189,alumno,-1,null,publicacion,Et ea et ut pariatur voluptates commodi quo qui voluptate repellendus doloremque et minus cum eum et sit non voluptatem quaerat.,-1,6,2016-01-31 11:41:19.986,crea
1613,56,alumno,-1,null,publicacion,Quidem asperiores minima quae rem voluptatibus ut nihil maxime rerum iste dolorem quisquam quia et eius voluptatem cupiditate et.,-1,6,2016-05-17 01:02:55.935,crea
1614,567,alumno,566,alumno,mensaje,Molestiae sequi voluptatem nostrum perspiciatis nihil a aut quia mollitia quod excepturi consectetur et sunt deserunt.,-1,6,2016-04-06 16:18:40.003,crea
1615,524,alumno,189,alumno,reaccion,me_gusta,1599,6,2016-04-25 23:09:17.239,facebook
1616,1,docente,406,alumno,mensaje,Facere ullam voluptas quaerat molestiae distinctio nobis sit impedit placeat ab nobis doloribus sunt quia quas vel autem aut temporibus quasi.,-1,6,2016-01-18 20:37:44.05,crea
1617,85,alumno,1,docente,reaccion,me_gusta,1565,6,2016-03-03 11:37:39.575,facebook
1618,148,alumno,-1,null,publicacion,Quis a quia necessitatibus autem quia consequatur placeat quo et consequatur quos eveniet id ut voluptatibus quas.,-1,6,2016-03-10 06:22:47.689,crea
1619,567,alumno,-1,null,publicacion,Et ut aspernatur qui nostrum corrupti explicabo omnis commodi officia explicabo eaque corrupti ratione nemo quia unde numquam reprehenderit ut velit.,-1,6,2016-01-20 00:16:15.261,facebook
1620,170,alumno,157,alumno,reaccion,me_asombra,1513,6,2016-05-29 01:15:58.343,facebook
1621,1,docente,-1,null,publicacion,Earum unde ut vitae et aut qui quo porro sed porro aliquid exercitationem dicta quod debitis aperiam in distinctio eos.,-1,6,2016-01-26 13:41:42.927,crea
1622,567,alumno,180,material,consulta,null,-1,6,2016-03-04 02:16:09.353,crea
1623,88,alumno,566,alumno,mensaje,Temporibus pariatur qui corrupti magnam itaque impedit expedita quod ipsa suscipit consequatur neque praesentium ab.,1548,6,2016-05-13 15:39:52.788,crea
1624,170,alumno,567,alumno,mencion,@et,1598,6,2016-02-21 05:22:18.487,facebook
1625,170,alumno,169,material,consulta,null,-1,6,2016-05-11 12:41:21.389,facebook
1626,340,alumno,176,material,consulta,null,-1,6,2016-02-12 04:10:38.248,facebook
1627,340,alumno,483,alumno,mensaje,Modi ea quasi ipsam et deserunt ullam accusamus eligendi consequuntur ducimus maxime minus quam voluptatem qui dolor rerum.,-1,6,2016-05-05 06:21:56.185,crea
1628,189,alumno,157,alumno,comentario,Id ut in quidem iusto veniam est cum rerum esse dolore facere sed necessitatibus.,1513,6,2016-03-01 00:36:16.046,crea
1629,600,alumno,340,alumno,mensaje,Rerum eveniet distinctio debitis quaerat quia maxime ipsa totam quaerat consequuntur distinctio id voluptas eos labore architecto laudantium inventore est eveniet.,-1,6,2016-02-10 12:51:48.437,crea
1630,292,alumno,85,alumno,mensaje,Maxime velit deleniti inventore laudantium doloribus et quo vel aut dolorum neque quia a omnis et qui dignissimos rerum dolorem architecto.,-1,6,2016-04-22 18:18:54.822,crea
1631,1,docente,88,alumno,reaccion,me_entristece,1537,6,2016-05-27 17:36:50.864,facebook
1632,157,alumno,-1,null,publicacion,Minus sapiente quidem mollitia esse modi dolorem cupiditate eius doloribus molestiae sit quia eaque culpa mollitia repudiandae sit deleniti accusamus qui.,-1,6,2016-04-05 18:52:37.779,facebook
1633,102,alumno,159,alumno,comentario,Error velit totam deserunt quaerat rem voluptas optio ut veritatis ut qui velit.,1561,6,2016-02-27 04:57:31.773,facebook
1634,174,alumno,189,alumno,mencion,@facilis,1574,6,2016-03-14 09:24:38.121,facebook
1635,453,alumno,567,alumno,mencion,@qui,1598,6,2016-04-23 17:06:32.995,facebook
1636,362,alumno,414,alumno,comentario,Voluptate corrupti maxime nostrum eum inventore a ipsa et non numquam qui officia tempora odit ullam.,1586,6,2016-04-20 22:54:28.211,facebook
1637,157,alumno,285,alumno,mensaje,Nisi vel quibusdam unde reprehenderit quia ut atque et animi facilis architecto harum officia ex nemo.,1543,6,2016-03-15 09:49:27.453,crea
1638,1,docente,-1,null,publicacion,Hic sint et repudiandae cumque ut non debitis alias dignissimos debitis adipisci modi tempore officia totam eligendi doloremque est sit.,-1,6,2016-02-16 10:10:54.141,crea
1639,418,alumno,-1,null,publicacion,Incidunt qui dolore accusantium tempora hic ipsam amet nemo quo eum officiis veniam enim et voluptas maiores modi minus recusandae.,-1,6,2016-04-11 07:07:34.615,facebook
1640,174,alumno,181,material,consulta,null,-1,6,2016-04-06 00:06:57.498,facebook
1641,88,alumno,159,alumno,reaccion,me_enoja,1561,6,2016-03-03 23:31:26.363,facebook
1642,56,alumno,88,alumno,reaccion,me_divierte,1595,6,2016-01-24 20:53:26.016,facebook
1643,189,alumno,1,docente,mencion,@corporis,1539,6,2016-05-05 06:45:38.987,facebook
1644,567,alumno,524,alumno,mencion,@quam,1560,6,2016-01-20 20:05:37.011,facebook
1645,418,alumno,566,alumno,mencion,@odio,1563,6,2016-03-15 19:55:35.561,facebook
1646,453,alumno,418,alumno,mensaje,Ut at a corporis aliquam cumque soluta vel ipsam aspernatur praesentium unde quidem delectus nihil.,1555,6,2016-05-18 23:59:06.277,crea
1647,524,alumno,-1,null,publicacion,Inventore quae qui est amet delectus necessitatibus officia quia voluptatem nihil quis odit veritatis consequatur placeat delectus commodi.,-1,6,2016-05-07 01:57:47.537,facebook
1648,453,alumno,148,alumno,comentario,Et rerum accusantium quasi qui debitis nemo temporibus nobis et quisquam suscipit inventore ut.,1517,6,2016-03-25 14:12:08.363,crea
1649,524,alumno,157,alumno,mensaje,Ipsa qui explicabo eos et vel quibusdam corporis sit et molestiae iure optio doloremque quos magnam ut quae repellendus placeat.,1569,6,2016-05-11 02:11:34.057,crea
1650,510,alumno,1,docente,reaccion,me_divierte,1539,6,2016-03-09 07:32:25.635,facebook
1651,453,alumno,56,alumno,mensaje,Commodi dolor excepturi esse omnis consequuntur voluptas quis voluptates rerum omnis quasi quia earum nisi ut voluptas magnam autem architecto.,1522,6,2016-03-20 19:42:15.243,crea
1652,510,alumno,292,alumno,comentario,Accusantium provident et cupiditate omnis fugit soluta laborum repudiandae quod sequi excepturi voluptate reiciendis.,1501,6,2016-02-09 02:29:37.118,crea
1653,453,alumno,176,material,consulta,null,-1,6,2016-05-14 10:29:23.022,facebook
1654,170,alumno,524,alumno,comentario,Velit et accusantium placeat culpa rerum eveniet sunt aspernatur harum.,1571,6,2016-05-18 10:44:57.822,facebook
1655,622,alumno,1,docente,comentario,Aut sit aperiam accusantium eos alias nobis voluptatem distinctio recusandae laudantium.,1638,6,2016-04-27 08:36:55.685,facebook
1656,622,alumno,56,alumno,reaccion,me_enoja,1613,6,2016-02-28 07:55:30.535,facebook
1657,292,alumno,184,material,consulta,null,-1,6,2016-04-30 08:02:43.298,crea
1658,418,alumno,176,material,consulta,null,-1,6,2016-05-26 19:53:47.743,facebook
1659,453,alumno,418,alumno,comentario,Aut sint accusamus similique doloremque nihil rerum modi vitae saepe.,1645,6,2016-01-16 09:14:14.066,facebook
1660,414,alumno,189,alumno,reaccion,me_divierte,1612,6,2016-04-14 07:50:14.331,facebook
1661,599,alumno,-1,null,publicacion,Sunt illo et distinctio error eaque ut aut voluptatem repellat quod velit illo minus laboriosam eveniet suscipit aut.,-1,6,2016-05-03 04:59:13.146,crea
1662,600,alumno,-1,null,publicacion,Facere asperiores sed assumenda aut fuga harum asperiores doloremque in aut totam consequatur provident numquam.,-1,6,2016-05-03 09:31:21.359,crea
1663,622,alumno,157,alumno,mensaje,Libero non vero nulla nesciunt aut doloribus sequi doloremque aspernatur maxime id aut hic quasi molestiae.,1557,6,2016-04-19 18:25:24.199,crea
1664,483,alumno,176,material,consulta,null,-1,6,2016-03-25 14:27:36.25,facebook
1665,340,alumno,88,alumno,reaccion,me_gusta,1572,6,2016-05-06 06:47:09.688,facebook
1666,1,docente,56,alumno,comentario,Nihil maiores quae officiis a eos culpa vel et aut ea quasi.,1613,6,2016-05-25 15:29:56.891,crea
1667,567,alumno,510,alumno,mencion,@et,1652,6,2016-03-10 04:16:51.177,facebook
1668,285,alumno,524,alumno,comentario,Optio dolore sint non quos voluptates voluptas ea incidunt maiores et maxime reiciendis.,1571,6,2016-05-07 11:19:21.078,facebook
1669,599,alumno,-1,null,publicacion,Tempora itaque eos praesentium repellendus dolorem et iusto incidunt qui perspiciatis a dicta est id.,-1,6,2016-04-24 20:50:38.105,facebook
1670,414,alumno,1,docente,mensaje,Consequatur ut sed vero dicta dolorum omnis magnam eaque ut totam ratione dicta magnam et tempore omnis aperiam enim.,-1,6,2016-02-14 05:25:28.781,crea
1671,1,docente,102,alumno,comentario,Ipsum consequatur amet a aspernatur qui nulla necessitatibus aperiam et consequatur ullam.,1633,6,2016-05-10 04:30:45.103,facebook
1672,1,docente,510,alumno,mencion,@dolores,1650,6,2016-04-06 19:00:52.971,facebook
1673,510,alumno,567,alumno,comentario,Qui voluptatum eveniet error magni aperiam maxime natus est autem nulla ea.,1598,6,2016-05-24 05:34:42.698,facebook
1674,483,alumno,1,docente,reaccion,me_entristece,1567,6,2016-02-15 18:00:59.64,facebook
1675,1,docente,285,alumno,reaccion,me_asombra,1594,6,2016-01-15 18:36:04.522,facebook
1676,483,alumno,102,alumno,mensaje,Exercitationem eligendi vero tempore neque doloribus autem tempora sapiente velit ut autem quo fugiat tempora exercitationem consequatur dolor.,-1,6,2016-01-20 19:20:16.087,crea
1677,149,alumno,566,alumno,mensaje,A aut eos assumenda nostrum explicabo similique dolorem sit qui ratione deleniti officia eum corporis autem consectetur excepturi.,1545,6,2016-01-25 07:13:43.922,crea
1678,622,alumno,185,material,consulta,null,-1,6,2016-03-04 14:21:17.928,crea
1679,85,alumno,-1,null,publicacion,Dolores quia voluptas nemo tempora quae voluptatem asperiores quo ipsum qui blanditiis quas doloremque et laboriosam ut odio.,-1,6,2016-05-29 01:56:36.453,facebook
1680,600,alumno,157,alumno,mencion,@quisquam,1632,6,2016-05-08 20:01:06.145,facebook
1681,148,alumno,176,material,consulta,null,-1,6,2016-05-18 01:26:43.587,crea
1682,1,docente,-1,null,publicacion,Ex vel sit nemo earum earum a nemo beatae nostrum qui debitis sit corrupti dolores iusto eum nisi.,-1,6,2016-05-11 05:58:44.527,facebook
1683,148,alumno,285,alumno,comentario,Modi ea blanditiis cupiditate distinctio laborum non quia cumque cum molestias voluptatem repellendus quibusdam eum quam.,1596,6,2016-02-03 06:08:40.65,facebook
1684,414,alumno,1,docente,reaccion,me_entristece,1675,6,2016-05-06 06:05:08.324,facebook
1685,148,alumno,1,docente,mencion,@voluptates,1567,6,2016-04-15 00:35:43.09,facebook
1686,85,alumno,148,alumno,mencion,@repellendus,1618,6,2016-03-02 16:50:41.878,facebook
1687,292,alumno,600,alumno,reaccion,me_encanta,1680,6,2016-04-28 00:33:52.452,facebook
1688,148,alumno,102,alumno,reaccion,me_entristece,1518,6,2016-04-20 12:21:29.132,facebook
1689,1,docente,-1,null,publicacion,Illum dolor blanditiis molestiae quis ratione sint mollitia sint et necessitatibus facere dolorem ut rem molestias rerum reiciendis.,-1,6,2016-05-31 02:16:53.865,crea
1690,1,docente,102,alumno,reaccion,me_enoja,1633,6,2016-02-01 07:05:57.787,facebook
1691,85,alumno,418,alumno,comentario,Nobis pariatur quibusdam dolor ipsam magni sequi ipsum quia sapiente repudiandae cumque ullam porro nulla possimus.,1645,6,2016-02-01 18:31:56.86,crea
1692,170,alumno,165,material,consulta,null,-1,6,2016-02-05 13:53:59.503,crea
1693,599,alumno,165,material,consulta,null,-1,6,2016-04-07 02:53:04.905,crea
1694,600,alumno,88,alumno,mensaje,Et vero et aut impedit perferendis maiores officiis et aut corrupti aut ex nemo non distinctio et necessitatibus et.,1663,6,2016-02-12 00:47:10.575,crea
1695,483,alumno,157,alumno,reaccion,me_gusta,1513,6,2016-02-21 07:31:50.479,facebook
1696,418,alumno,148,alumno,mencion,@non,1618,6,2016-05-11 09:49:32.103,facebook
1697,157,alumno,168,material,consulta,null,-1,6,2016-03-04 01:37:15.776,crea
1698,285,alumno,-1,null,publicacion,Hic aliquam nam ut recusandae molestias vitae sed laborum itaque impedit doloremque perferendis velit voluptate quibusdam vel.,-1,6,2016-04-11 07:23:34.384,crea
1699,189,alumno,85,alumno,reaccion,me_encanta,1679,6,2016-03-09 14:25:48.616,facebook
1700,524,alumno,1,docente,mencion,@mollitia,1520,6,2016-04-17 02:26:33.498,facebook
1701,174,alumno,88,alumno,comentario,Eaque sit voluptatem nobis illo esse architecto velit incidunt sit rerum cumque.,1537,6,2016-02-19 17:12:33.694,facebook
1702,174,alumno,56,alumno,comentario,Eum sunt repellendus culpa dolorem quasi omnis cupiditate ut temporibus assumenda ut et amet saepe assumenda.,1546,6,2016-04-01 10:36:57.545,crea
1703,159,alumno,-1,null,publicacion,Quos voluptas consequatur accusantium eos voluptatem voluptas ratione soluta consectetur ullam exercitationem consequuntur natus sit molestias enim quibusdam qui.,-1,6,2016-05-25 17:17:34.769,crea
1704,148,alumno,1,docente,mensaje,Quod itaque nemo eum commodi ex veniam impedit assumenda et sunt facere aut cumque nulla.,1532,6,2016-05-01 15:59:08.416,crea
1705,170,alumno,622,alumno,mensaje,Possimus aut qui soluta dignissimos quia adipisci rem sed fuga autem optio quia aut illum blanditiis occaecati officia aliquid veritatis.,-1,6,2016-02-26 11:13:18.468,crea
1706,600,alumno,-1,null,publicacion,Ut voluptatem molestias aut aut ipsum dolorem molestias et cumque autem placeat consequatur eum natus doloribus blanditiis est.,-1,6,2016-03-26 15:50:45.879,crea
1707,174,alumno,-1,null,publicacion,Recusandae odio debitis corporis sequi quasi dignissimos hic dolor corrupti officiis dolores nam ea quos velit impedit.,-1,6,2016-05-01 17:29:19.28,facebook
1708,600,alumno,157,alumno,comentario,Accusamus esse quia quisquam architecto eligendi rem iure corrupti sequi voluptas eius officiis porro aperiam.,1513,6,2016-03-16 09:14:53.919,crea
1709,149,alumno,171,material,consulta,null,-1,6,2016-05-11 10:10:18.256,crea
1710,599,alumno,1,docente,comentario,Ratione modi vel iure odio itaque nam quam cum recusandae doloribus dolorem alias in facilis voluptas.,1621,6,2016-02-21 08:57:47.414,crea
1711,1,docente,524,alumno,reaccion,me_asombra,1606,6,2016-03-23 04:01:22.258,facebook
1712,292,alumno,56,alumno,reaccion,me_encanta,1613,6,2016-05-17 23:06:36.562,facebook
1713,362,alumno,-1,null,publicacion,Dolorem itaque quasi harum maxime hic sint quis sint voluptatum quaerat quae aliquid culpa aut eligendi earum dolorem commodi nam.,-1,6,2016-02-20 17:38:49.784,facebook
1714,453,alumno,524,alumno,mencion,@laboriosam,1615,6,2016-02-23 02:12:10.59,facebook
1715,418,alumno,-1,null,publicacion,In sequi et eos pariatur est eaque quos molestias odio ab neque vero eligendi reprehenderit.,-1,6,2016-01-31 13:21:52.072,crea
1716,189,alumno,362,alumno,reaccion,me_encanta,1636,6,2016-02-19 01:46:30.379,facebook
1717,148,alumno,-1,null,publicacion,Deserunt nemo voluptates aut et eligendi qui eos exercitationem minima vel quam ullam optio iusto ad nesciunt sunt magni consequuntur non.,-1,6,2016-04-26 03:44:28.216,facebook
1718,406,alumno,1,docente,mensaje,In occaecati aliquam maiores delectus est sed fugit repellat provident quo deleniti ut ad iusto qui et quis.,1646,6,2016-05-30 07:35:16.63,crea
1719,418,alumno,190,material,consulta,null,-1,6,2016-03-25 16:06:29.95,crea
1720,418,alumno,1,docente,reaccion,me_asombra,1689,6,2016-04-20 19:56:55.654,facebook
1721,85,alumno,1,docente,mensaje,Esse non est delectus sit enim quo omnis quia laborum dicta non corporis id quas fuga inventore qui.,1516,6,2016-04-17 06:22:50.423,crea
1722,1,docente,418,alumno,mensaje,Accusantium et quam nam velit quibusdam reprehenderit minus placeat soluta in aut laborum officia molestiae vel sed.,1623,6,2016-01-23 01:11:05.742,crea
1723,599,alumno,-1,null,publicacion,Beatae omnis dolor dolores illo velit et et sit consequatur reiciendis omnis quis voluptatem sunt aut dolores et.,-1,6,2016-05-12 03:45:28.754,facebook
1724,170,alumno,85,alumno,mensaje,Rem porro ut vel quae ab voluptatum deleniti et sed qui maxime minima id ut nihil et assumenda.,1503,6,2016-03-11 17:03:25.862,crea
1725,510,alumno,1,docente,mensaje,Et sint nam magni non omnis iusto dolor ut et qui expedita ullam eum dolores qui.,-1,6,2016-04-11 12:50:36.285,crea
1726,56,alumno,510,alumno,reaccion,me_divierte,1566,6,2016-03-01 14:14:45.851,facebook
1727,1,docente,524,alumno,mencion,@sapiente,1606,6,2016-04-08 15:27:13.772,facebook
1728,189,alumno,184,material,consulta,null,-1,6,2016-04-30 02:18:59.178,facebook
1729,1,docente,-1,null,publicacion,Eum reiciendis beatae dolorem natus facere ducimus minima sed error ab earum ratione animi placeat animi quasi natus doloribus a.,-1,6,2016-04-01 09:03:30.732,facebook
1730,414,alumno,157,alumno,mensaje,Maxime error sed consectetur quibusdam et iste qui occaecati consequuntur tenetur in perspiciatis adipisci molestias sint.,1627,6,2016-05-24 13:29:49.712,crea
1731,566,alumno,1,docente,mencion,@quas,1567,6,2016-05-16 14:23:12.892,facebook
1732,1,docente,-1,null,publicacion,Alias ab reprehenderit non et ea eos iste ut quis veritatis reiciendis consequatur eum sed fugiat et ea vel ratione ducimus.,-1,6,2016-05-15 04:08:32.246,facebook
1733,148,alumno,1,docente,comentario,Maiores quia quis harum fugit inventore ut nihil explicabo natus doloribus debitis debitis.,1565,6,2016-02-27 22:59:45.745,crea
1734,414,alumno,157,alumno,mensaje,Et doloribus ab placeat reprehenderit perspiciatis quia voluptate perferendis vel neque architecto vero illo ut repellendus cupiditate quidem ipsum quas aut.,-1,6,2016-01-26 19:51:09.024,crea
1735,406,alumno,1,docente,mensaje,Et et magnam esse nemo quaerat et eligendi qui officiis quo ut quidem non explicabo.,1721,6,2016-02-19 08:01:38.719,crea
1736,418,alumno,524,alumno,mencion,@ea,1552,6,2016-03-07 08:38:43.648,facebook
1737,524,alumno,187,material,consulta,null,-1,6,2016-02-03 06:47:21.105,facebook
1738,285,alumno,189,alumno,mensaje,Quam eaque corporis delectus accusantium sapiente aut praesentium impedit consequuntur voluptatem quisquam rem impedit impedit culpa vel officia eaque nam natus.,1694,6,2016-03-06 22:46:41.985,crea
1739,159,alumno,-1,null,publicacion,Molestiae et sequi dolores mollitia distinctio qui aspernatur omnis tempore architecto quo nesciunt aut autem.,-1,6,2016-03-13 09:40:47.304,crea
1740,566,alumno,510,alumno,mencion,@ut,1510,6,2016-04-17 07:47:52.977,facebook
1741,510,alumno,180,material,consulta,null,-1,6,2016-05-04 20:00:10.831,facebook
1742,406,alumno,181,material,consulta,null,-1,6,2016-01-28 00:19:40.67,crea
1743,622,alumno,510,alumno,comentario,Aut nesciunt labore animi blanditiis at sunt possimus optio consequuntur voluptas iusto est.,1673,6,2016-04-03 09:24:23.221,crea
1744,418,alumno,285,alumno,reaccion,me_encanta,1596,6,2016-01-24 04:43:24.204,facebook
1745,622,alumno,157,alumno,reaccion,me_gusta,1513,6,2016-05-17 14:04:34.842,facebook
1746,85,alumno,599,alumno,reaccion,me_asombra,1710,6,2016-03-14 15:20:48.865,facebook
1747,85,alumno,170,alumno,mencion,@porro,1654,6,2016-02-07 20:19:56.549,facebook
1748,189,alumno,184,material,consulta,null,-1,6,2016-02-28 17:48:16.13,facebook
1749,414,alumno,600,alumno,comentario,Nobis voluptatem laborum sed laudantium minima quaerat velit architecto eum aut molestiae commodi asperiores numquam.,1605,6,2016-04-01 13:59:36.841,facebook
1750,181,alumno,1,docente,mensaje,Doloremque sed et possimus porro laboriosam dolor sit enim vero provident fuga esse exercitationem unde accusamus vero quia voluptatem doloribus.,-1,7,2007-09-22 09:00:12.532,crea
1751,566,alumno,-1,null,publicacion,Ipsum recusandae earum laborum amet minima autem impedit ipsa in ut fuga et aperiam voluptatem asperiores.,-1,7,2007-10-07 11:39:59.012,crea
1752,240,alumno,-1,null,publicacion,Id qui molestiae ut delectus distinctio autem minus illum impedit numquam harum dignissimos atque quis voluptatem dolorum consequatur eum eum debitis.,-1,7,2007-08-24 00:42:37.922,facebook
1753,1,docente,-1,null,publicacion,Voluptatibus et fugiat cumque minima neque et aspernatur nihil ex sit amet dignissimos veniam aut ducimus asperiores cum dolorem occaecati ad.,-1,7,2007-11-01 12:35:23.509,crea
1754,350,alumno,1,docente,comentario,Voluptas occaecati aut delectus consequuntur harum porro quo quia quos nulla itaque assumenda minus et.,1753,7,2007-09-25 15:21:30.266,crea
1755,34,alumno,181,alumno,mensaje,Quibusdam blanditiis nesciunt ut sequi quasi eum tenetur tenetur numquam officiis ut et explicabo animi optio eos.,1750,7,2007-08-21 20:15:20.745,crea
1756,538,alumno,212,material,consulta,null,-1,7,2007-10-25 04:25:43.007,crea
1757,538,alumno,1,docente,mencion,@voluptas,1753,7,2007-08-21 07:16:10.641,facebook
1758,344,alumno,538,alumno,comentario,Enim consequuntur et sint quis quod inventore soluta ut ipsum est ducimus ea.,1757,7,2007-11-19 17:04:28.189,crea
1759,566,alumno,-1,null,publicacion,Excepturi fuga eligendi consequatur velit ullam illum optio nemo dolor ut totam ut nemo ut molestiae facere eos.,-1,7,2007-10-11 19:09:45.362,crea
1760,124,alumno,213,material,consulta,null,-1,7,2007-09-15 21:54:48.129,crea
1761,425,alumno,-1,null,publicacion,Commodi et et est ratione sunt sed quis dolorum sit quos est recusandae est fuga et dolorem delectus similique.,-1,7,2007-11-02 11:32:25.774,crea
1762,558,alumno,213,material,consulta,null,-1,7,2007-09-13 20:53:52.976,crea
